Insercao Direta     	|0	24.00	0	344	|0	645.00	0	0	|0	647.00	0	0
Insercao Binária    	|0	24.00	0	0	|0	645.00	0	0	|0	647.00	0	0
Seleção Direta      	|0	24.00	0	0	|0	645.00	0	0	|0	647.00	0	0
Bolha               	|0	24.00	0	0	|0	645.00	0	0	|0	647.00	0	0
Shake               	|0	24.00	0	0	|0	645.00	0	0	|0	647.00	0	0
Shell               	|0	0.00	0	0	|0	0.00	0	0	|0	0.00	0	0
